EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	13:09:03	0	0.0000	0.47157976794812195	0.44908586144447327		0.7944
2	13:56:42	0	0.0000	0.3015498262226037	0.5049883127212524		0.8145
3	14:51:01	1	0.0000	0.17413724454861537	0.9936705231666565		0.8089
4	15:38:56	2	0.0000	0.10960452108792784	1.297209620475769		0.8011
5	16:26:37	3	0.0000	0.052454808840417186	1.4848312139511108		0.8045
6	17:13:58	4	0.0000	0.05017299869526145	1.6989412307739258		0.7978
7	17:59:08	1	0.0000	0.030287550695218612	1.6156394481658936		0.8011
8	18:46:52	2	0.0000	0.020493234877633278	1.711336374282837		0.8101
